No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
56_1,56- إن الله يدعو الناس يوم القيامة بأسماء أمهاتهم سترا منه على عباده الجد الحثيث ج:1 ص:59 أخرجه الطبراني من حديث ابن عباس وهو ضعيف وقال ابن الجوزي موضوع ويعارضه حديث أبي الدرداء إنكم تدعون يوم القيامة بأسمائكم وأسماء آبائكم فحسنوا أسماءكم ,,إن الله يدعو الناس يوم القيامة بأسماء أمهاتهم سترا منه على عباده, الجد الحثيث ج:1 ص:59 أخرجه الطبراني من حديث ابن عباس وهو ضعيف وقال ابن الجوزي موضوع ويعارضه حديث,ضعيف,non-authentic, باب الهمزة 
56_2,, أبي الدرداء, إنكم تدعون يوم القيامة بأسمائكم وأسماء آبائكم فحسنوا أسماءكم ,,,authentic, باب الهمزة 
57,57- إن الله يزع بالسلطان ما لا يزع بالقرآن جاء عن عثمان موقوفا ونحوه عن عمر موقوف ,,إن الله يزع بالسلطان ما لا يزع بالقرآن,جاء عن عثمان موقوفا ونحوه عن عمر موقوف ,,non-authentic, باب الهمزة 
58_1,58- إن الله يسأل عن صحبة ساعة دائر على الألسنة وفي معناه ما أخرجه ابن جرير في قوله تعالى والصاحب بالجنب النساء36 عن رجل من الصحابة أن النبي دخل غيضه مع بعض أصحابه فاجتنى منها سواكين أحدهما معوج والآخر مستقيم فدفع المستقيم إلى صاحبه فقال له يا رسول الله كنت أحق بالمستقيم فقال ما من صاحب يصحب صاحبا ولو ساعة من نهار إلا سئل عن صحبته هل أقام منها حق الله أم أضاعه  الجد الحثيث ج:1 ص:60 ,,إن الله يسأل عن صحبة ساعة, دائر على الألسنة وفي معناه ما أخرجه ابن جرير,,non-authentic, باب الهمزة 
58_2,,, في قوله تعالى والصاحب بالجنب النساء36 عن رجل من الصحابة أن النبي دخل غيضه مع بعض أصحابه فاجتنى منها سواكين أحدهما معوج والآخر مستقيم فدفع المستقيم إلى صاحبه فقال له يا رسول الله كنت أحق بالمستقيم فقال ما من صاحب يصحب صاحبا ولو ساعة من نهار إلا سئل عن صحبته هل أقام منها حق الله أم أضاعه, الجد الحثيث ج:1 ص:,,unknown, باب الهمزة 
59,59- إن الله نقل لذة الأغنياء إلى طعام الفقراء قال ابن حجر موضوع ,,إن الله نقل لذة الأغنياء إلى طعام الفقراء,قال ابن حجر موضوع ,,non-authentic, باب الهمزة 
60_1,60- إن الله لا يعذب بقطع الرزق,,إن الله لا يعذب بقطع الرزق,لم يرد بهذا الجد الحثيث ج:1 ص:61 وفي معناه الحديث عند الطبراني,,non-authentic, باب الهمزة 
60_2,لم يرد بهذا الجد الحثيث ج:1 ص:61 وفي معناه الحديث عند الطبراني إن الرزق لا تنقصه المعصية ولا تزيده الحسنة وترك الدعاء معصية وقد يعارضه الحديث الآخر عن ابن عباس إن الدعاء يرد القضاء وإن البر يزيد في العمر وإن العبد يحرم الرزق بذنب يصيبه ثم قرأ رسول الله إنَّا بَلَوْنَاهُم كمَا بَلَوْنَا أَصْحَابَ الجَنَّةِ إذْ أَقَسَموا لَيَصْرِمُنَّها مُصْبِحين وَلا يَسْتَثْنون القلم1718 في أخبار أخر وقد يجاب بأن ما يقضى للعبد من أجل ورزق وبلاء إن كان مبرما لا يؤثر فيه الدعاء والطاعة والمعصية وإن كان معلقا على شيء من ذلك وسبق في القضاء وجود ما علق عليه أثر ,, إن الرزق لا تنقصه المعصية ولا تزيده الحسنة وترك الدعاء معصية, وقد يعارضه الحديث الآخر,,unknown, باب الهمزة 
60_3,, عن ابن عباس, إن الدعاء يرد القضاء وإن البر يزيد في العمر وإن العبد يحرم الرزق بذنب يصيبه ثم قرأ رسول الله إنَّا بَلَوْنَاهُم كمَا بَلَوْنَا أَصْحَابَ الجَنَّةِ إذْ أَقَسَموا لَيَصْرِمُنَّها مُصْبِحين وَلا يَسْتَثْنون القلم1718 في أخبار أخر وقد يجاب بأن ما يقضى للعبد من أجل ورزق وبلاء إن كان مبرما لا يؤثر فيه الدعاء والطاعة والمعصية وإن كان معلقا على شيء من ذلك وسبق في القضاء وجود ما علق عليه أثر ,,,unknown, باب الهمزة 
61_1,61- إن الله لا يهتك عبده أول مرة لا يعرف بهذا لكن في معناه ما الجد الحثيث ج:1 ص:62 جاء عن أبي رافع أن رسول الله سئل كم للمؤمن من ستر قال هي أكثر من أن تحصى ولكن المؤمن إذا عمل خطيئة هتك سترا منها فإذا تاب رجع إليه ذلك الستر وتسعة معه وإذا لم يتب هتك منه سترا واحدا حتى لا يبقى منها شيء قال الله تعالى لمن شاء من ملائكته إن بني آدم يعيرون ولا يغيرون فحفوه بأجنحتكم فيفعلون به ذلك فإن تاب رجعت إليه تلك الأستار كلها وإذا لم يتب عجبت منه الملائكة فيقول الله تعالى أسلموه فيسلمون حتى لا تستر منه عورة ,,إن الله لا يهتك عبده أول مرة,لا يعرف بهذا لكن في معناه ما الجد الحثيث ج:1 ص:62,,non-authentic, باب الهمزة 
61_2,, جاء عن أبي رافع, أن رسول الله سئل كم للمؤمن من ستر قال هي أكثر من أن تحصى ولكن المؤمن إذا عمل خطيئة هتك سترا منها فإذا تاب رجع إليه ذلك الستر وتسعة معه وإذا لم يتب هتك منه سترا واحدا حتى لا يبقى منها شيء قال الله تعالى لمن شاء من ملائكته إن بني آدم يعيرون ولا يغيرون فحفوه بأجنحتكم فيفعلون به ذلك فإن تاب رجعت إليه تلك الأستار كلها وإذا لم يتب عجبت منه الملائكة فيقول الله تعالى أسلموه فيسلمون حتى لا تستر منه عورة ,,,unknown, باب الهمزة 
62,62- إن الله يكره الرجل البطال لم يوجد وفي معناه ما في حديث ضعيف ,,إن الله يكره الرجل البطال,لم يوجد وفي معناه ما في حديث ضعيف ,,non-authentic, باب الهمزة 
63,63- إن الله يحب المؤمن المحترف وفي الحديث الجد الحثيث ج:1 ص:63 ,,إن الله يحب المؤمن المحترف,وفي الحديث الجد الحثيث ج:1 ص:63 ,,non-authentic, باب الهمزة 
64_1,64- إن الله يحب أن يرى عبده تعبا في طلب الحلال وجاء من قول عمر -رضي الله عنه- إني لأكره أن أرى أحدكم فارغا سبهللا لا في عمل دنيا ولا في عمل آخر ونحوه عن ابن مسعود ,,إن الله يحب أن يرى عبده تعبا في طلب الحلال,,,non-authentic, باب الهمزة 
64_2,,ن قول عمر -رضي الله عنه-,إني لأكره أن أرى أحدكم فارغا سبهللا لا في عمل دنيا ولا في عمل آخر,ونحوه عن ابن مسعود ,,non-authentic, باب الهمزة 
65_1,65- إن الله يكره العبد المتميز عن أخيه لا يعرف لكن روي أنه أراد أن يمتهن نفسه في شيء الجد الحثيث ج:1 ص:64 قالوا نحن نكفيك يا رسول الله قال قد علمت أنكم تكفوني ولكن أكره أن أتميز عليكم فإن الله يكره من عبده أن يراه متميزا عن أصحابه ,,إن الله يكره العبد المتميز عن أخيه,لا يعرف لكن روي ,,non-authentic, باب الهمزة 
65_2,,, أنه أراد أن يمتهن نفسه في شيء, الجد الحثيث ج:1 ص:64,,unknown, باب الهمزة 
65_3,,,64 قالوا نحن نكفيك يا رسول الله قال قد علمت أنكم تكفوني ولكن أكره أن أتميز عليكم فإن الله يكره من عبده أن يراه متميزا عن أصحابه,,,unknown, باب الهمزة 
66,66- إن الله يكره المطلاق الذواق لا يعرف لكن في الحديث ,,إن الله يكره المطلاق الذواق,لا يعرف لكن في الحديث ,,non-authentic, باب الهمزة 
67,67- أبغض الحلال إلى الله الطلاق وفيه -أيضا- ,,أبغض الحلال إلى الله الطلاق,وفيه -أيضا- ,,non-authentic, باب الهمزة 
68,68- إن الله لا يحب الذواقين والذواقات الجد الحثيث ج:1 ص:65 ,,إن الله لا يحب الذواقين والذواقات,الجد الحثيث ج:1 ص:65 ,,non-authentic, باب الهمزة 
